State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
35,15,NM,Eddy County,"8,301","6,682","9,920",15.1,12.1,18.1,"3,010","2,375","3,645",21.1,16.7,25.5,"2,082","1,587","2,577",20,15.2,24.8,49865.00,"45,260","54,470",.,.,.,.,.,.
35,17,NM,Grant County,"6,427","5,247","7,607",22.4,18.3,26.5,"2,060","1,646","2,474",33.7,26.9,40.5,"1,427","1,113","1,741",31.5,24.6,38.4,39220.00,"37,014","41,426",.,.,.,.,.,.
35,19,NM,Guadalupe County,"1,029",785,"1,273",25.8,19.7,31.9,331,255,407,35.7,27.5,43.9,237,176,298,33.7,25,42.4,29924.00,"26,969","32,879",.,.,.,.,.,.
35,21,NM,Harding County,105,80,130,15.2,11.5,18.9,26,20,32,23.2,17.9,28.5,19,14,24,25,18.5,31.5,37520.00,"33,765","41,275",.,.,.,.,.,.
35,23,NM,Hidalgo County,"1,180",922,"1,438",25.7,20.1,31.3,430,336,524,38.5,30.1,46.9,305,232,378,38.9,29.5,48.3,32993.00,"29,910","36,076",.,.,.,.,.,.
35,25,NM,Lea County,"9,729","7,754","11,704",14.8,11.8,17.8,"4,029","3,154","4,904",20,15.7,24.3,"2,769","2,090","3,448",19.2,14.5,23.9,53556.00,"50,370","56,742",.,.,.,.,.,.
35,27,NM,Lincoln County,"3,757","2,967","4,547",18.8,14.8,22.8,"1,266",977,"1,555",34.1,26.3,41.9,861,641,"1,081",31.9,23.7,40.1,40756.00,"38,492","43,020",.,.,.,.,.,.
35,28,NM,Los Alamos County,715,554,876,4,3.1,4.9,181,139,223,4.4,3.4,5.4,125,92,158,3.9,2.9,4.9,110930.00,"100,717","121,143",.,.,.,.,.,.
35,29,NM,Luna County,"7,517","6,167","8,867",31.2,25.6,36.8,"2,767","2,166","3,368",44.1,34.5,53.7,"1,883","1,415","2,351",41.7,31.3,52.1,28040.00,"25,562","30,518",.,.,.,.,.,.
35,31,NM,McKinley County,"29,321","26,975","31,667",40.3,37.1,43.5,"10,513","9,205","11,821",47.5,41.6,53.4,"6,967","5,927","8,007",44.4,37.8,51,27790.00,"25,462","30,118",.,.,.,.,.,.
35,33,NM,Mora County,"1,115",850,"1,380",23.8,18.2,29.4,337,259,415,37.3,28.7,45.9,232,172,292,33.2,24.6,41.8,29263.00,"26,391","32,135",.,.,.,.,.,.
35,35,NM,Otero County,"13,452","11,149","15,755",21.3,17.7,24.9,"5,337","4,286","6,388",33.6,27,40.2,"3,748","2,939","4,557",34.3,26.9,41.7,41960.00,"39,544","44,376",.,.,.,.,.,.
35,37,NM,Quay County,"2,222","1,740","2,704",25.8,20.2,31.4,713,552,874,39.7,30.7,48.7,499,371,627,38.8,28.9,48.7,30496.00,"27,546","33,446",.,.,.,.,.,.
35,39,NM,Rio Arriba County,"9,874","8,387","11,361",24.8,21.1,28.5,"3,153","2,533","3,773",32.6,26.2,39,"2,188","1,698","2,678",31.4,24.4,38.4,36716.00,"34,167","39,265",.,.,.,.,.,.
35,41,NM,Roosevelt County,"4,635","3,846","5,424",24.6,20.4,28.8,"1,561","1,240","1,882",31.5,25,38,"1,061",810,"1,312",30.8,23.5,38.1,35322.00,"31,789","38,855",.,.,.,.,.,.
35,43,NM,Sandoval County,"20,774","18,253","23,295",15.3,13.4,17.2,"7,118","6,039","8,197",20.9,17.7,24.1,"4,727","3,860","5,594",18.2,14.9,21.5,56190.00,"52,695","59,685",.,.,.,.,.,.
35,45,NM,San Juan County,"27,265","23,918","30,612",21.8,19.1,24.5,"9,332","7,845","10,819",27,22.7,31.3,"6,577","5,435","7,719",26.1,21.6,30.6,44417.00,"41,381","47,453",.,.,.,.,.,.
35,47,NM,San Miguel County,"8,919","7,631","10,207",32.4,27.7,37.1,"2,456","2,036","2,876",43.3,35.9,50.7,"1,638","1,301","1,975",40.1,31.9,48.3,31222.00,"28,188","34,256",.,.,.,.,.,.
35,49,NM,Santa Fe County,"26,209","23,569","28,849",18.1,16.3,19.9,"7,826","6,764","8,888",26.9,23.3,30.5,"5,583","4,762","6,404",25.7,21.9,29.5,51697.00,"49,389","54,005",.,.,.,.,.,.
35,51,NM,Sierra County,"3,042","2,371","3,713",26.9,21,32.8,830,646,"1,014",46.3,36,56.6,572,425,719,43.6,32.4,54.8,29680.00,"27,109","32,251",.,.,.,.,.,.
35,53,NM,Socorro County,"4,746","3,714","5,778",27.9,21.8,34,"1,798","1,395","2,201",43.9,34,53.8,"1,238",929,"1,547",41.7,31.3,52.1,32090.00,"29,256","34,924",.,.,.,.,.,.
35,55,NM,Taos County,"8,606","7,299","9,913",26.2,22.2,30.2,"2,375","1,916","2,834",37.5,30.2,44.8,"1,684","1,352","2,016",36,28.9,43.1,33021.00,"29,753","36,289",.,.,.,.,.,.
35,57,NM,Torrance County,"4,183","3,337","5,029",27.8,22.2,33.4,"1,387","1,084","1,690",39.2,30.6,47.8,939,704,"1,174",35.2,26.4,44,35046.00,"31,789","38,303",.,.,.,.,.,.
35,59,NM,Union County,743,569,917,20.1,15.4,24.8,191,145,237,24.4,18.6,30.2,144,106,182,24,17.7,30.3,37902.00,"35,138","40,666",.,.,.,.,.,.
35,61,NM,Valencia County,"17,450","15,102","19,798",23.4,20.3,26.5,"5,909","4,884","6,934",31.2,25.8,36.6,"4,218","3,470","4,966",30,24.7,35.3,41412.00,"37,873","44,951",.,.,.,.,.,.
36,0,NY,New York,"3,068,230","3,034,387","3,102,073",16,15.8,16.2,"956,127","939,500","972,754",22.9,22.5,23.3,"666,555","651,942","681,168",22.2,21.7,22.7,57255.00,"56,828","57,682","274,044","266,500","281,588",23.9,23.2,24.6
36,1,NY,Albany County,"39,857","35,436","44,278",13.7,12.2,15.2,"9,271","7,566","10,976",16.1,13.1,19.1,"6,123","4,832","7,414",14.5,11.4,17.6,55778.00,"53,673","57,883",.,.,.,.,.,.
36,3,NY,Allegany County,"7,296","5,941","8,651",16.7,13.6,19.8,"2,526","2,043","3,009",25.6,20.7,30.5,"1,707","1,331","2,083",23.5,18.3,28.7,41849.00,"39,467","44,231",.,.,.,.,.,.
36,5,NY,Bronx County,"423,904","406,248","441,560",30.7,29.4,32,"148,624","140,688","156,560",41.6,39.4,43.8,"106,540","100,464","112,616",42.3,39.9,44.7,33079.00,"31,623","34,535",.,.,.,.,.,.
36,7,NY,Broome County,"33,205","29,727","36,683",17.7,15.8,19.6,"9,479","8,044","10,914",25,21.2,28.8,"6,457","5,406","7,508",23.1,19.3,26.9,45142.00,"42,960","47,324",.,.,.,.,.,.
36,9,NY,Cattaraugus County,"14,442","12,543","16,341",18.9,16.4,21.4,"5,040","4,294","5,786",28.7,24.4,33,"3,454","2,865","4,043",26.7,22.1,31.3,40936.00,"38,549","43,323",.,.,.,.,.,.
36,11,NY,Cayuga County,"10,673","8,848","12,498",14.2,11.8,16.6,"3,540","2,833","4,247",22.2,17.8,26.6,"2,417","1,855","2,979",20.6,15.8,25.4,48976.00,"46,051","51,901",.,.,.,.,.,.
36,13,NY,Chautauqua County,"24,313","21,335","27,291",19.1,16.8,21.4,"8,092","6,810","9,374",29.5,24.8,34.2,"5,565","4,576","6,554",27.4,22.5,32.3,40468.00,"38,554","42,382",.,.,.,.,.,.
36,15,NY,Chemung County,"14,218","12,364","16,072",17,14.8,19.2,"4,793","4,001","5,585",25.5,21.3,29.7,"3,073","2,394","3,752",22.6,17.6,27.6,45337.00,"42,399","48,275",.,.,.,.,.,.
36,17,NY,Chenango County,"8,147","6,908","9,386",16.8,14.3,19.3,"2,552","2,050","3,054",24.7,19.9,29.5,"1,765","1,356","2,174",22.9,17.6,28.2,44328.00,"41,208","47,448",.,.,.,.,.,.
36,19,NY,Clinton County,"11,692","9,904","13,480",15.7,13.3,18.1,"3,024","2,471","3,577",20.5,16.7,24.3,"1,988","1,533","2,443",18.5,14.3,22.7,45900.00,"42,163","49,637",.,.,.,.,.,.
36,21,NY,Columbia County,"7,155","5,871","8,439",11.8,9.7,13.9,"2,032","1,594","2,470",17.9,14,21.8,"1,395","1,049","1,741",16.2,12.2,20.2,57094.00,"53,523","60,665",.,.,.,.,.,.
36,23,NY,Cortland County,"6,586","5,206","7,966",14.6,11.6,17.6,"1,984","1,547","2,421",20.7,16.1,25.3,"1,350","1,013","1,687",19,14.3,23.7,46163.00,"42,728","49,598",.,.,.,.,.,.
36,25,NY,Delaware County,"7,973","6,667","9,279",17.8,14.9,20.7,"2,445","2,026","2,864",29.1,24.1,34.1,"1,691","1,369","2,013",27.6,22.3,32.9,43380.00,"40,552","46,208",.,.,.,.,.,.
36,27,NY,Dutchess County,"26,524","22,970","30,078",9.5,8.2,10.8,"7,656","6,374","8,938",12.8,10.7,14.9,"5,493","4,511","6,475",12.1,9.9,14.3,69300.00,"65,867","72,733",.,.,.,.,.,.
36,29,NY,Erie County,"134,858","126,795","142,921",15.1,14.2,16,"43,525","40,040","47,010",23.1,21.3,24.9,"31,339","28,704","33,974",22.4,20.5,24.3,51123.00,"50,045","52,201",.,.,.,.,.,.
36,31,NY,Essex County,"4,269","3,329","5,209",11.7,9.1,14.3,"1,256",976,"1,536",19,14.8,23.2,891,667,"1,115",18.4,13.8,23,46337.00,"42,423","50,251",.,.,.,.,.,.
36,33,NY,Franklin County,"10,187","8,883","11,491",22.4,19.5,25.3,"2,914","2,438","3,390",29,24.3,33.7,"1,985","1,609","2,361",27.1,22,32.2,42672.00,"39,331","46,013",.,.,.,.,.,.
36,35,NY,Fulton County,"8,385","6,754","10,016",15.7,12.6,18.8,"2,777","2,217","3,337",25.1,20,30.2,"1,985","1,554","2,416",24.1,18.9,29.3,42264.00,"38,927","45,601",.,.,.,.,.,.
36,37,NY,Genesee County,"8,434","7,354","9,514",14.7,12.8,16.6,"2,368","1,992","2,744",19.3,16.2,22.4,"1,753","1,468","2,038",19.2,16.1,22.3,42641.00,"40,584","44,698",.,.,.,.,.,.
36,39,NY,Greene County,"6,266","4,947","7,585",13.9,11,16.8,"1,797","1,411","2,183",21.6,17,26.2,"1,187",894,"1,480",19.4,14.6,24.2,50190.00,"46,457","53,923",.,.,.,.,.,.
36,41,NY,Hamilton County,574,453,695,12.1,9.6,14.6,158,123,193,21.8,17,26.6,107,80,134,18.9,14.2,23.6,45737.00,"42,319","49,155",.,.,.,.,.,.
36,43,NY,Herkimer County,"10,312","8,881","11,743",16.4,14.1,18.7,"3,388","2,833","3,943",25.4,21.2,29.6,"2,203","1,748","2,658",22.2,17.6,26.8,42460.00,"39,638","45,282",.,.,.,.,.,.
36,45,NY,Jefferson County,"17,772","15,045","20,499",15.7,13.3,18.1,"6,593","5,348","7,838",22.6,18.3,26.9,"4,320","3,352","5,288",22.8,17.7,27.9,46510.00,"43,608","49,412",.,.,.,.,.,.
36,47,NY,Kings County,"597,129","573,388","620,870",23.3,22.4,24.2,"198,970","188,130","209,810",33.3,31.5,35.1,"136,288","127,677","144,899",33.5,31.4,35.6,47067.00,"46,137","47,997",.,.,.,.,.,.
36,49,NY,Lewis County,"3,966","3,244","4,688",14.8,12.1,17.5,"1,447","1,144","1,750",22.9,18.1,27.7,992,757,"1,227",21.6,16.5,26.7,45926.00,"41,988","49,864",.,.,.,.,.,.
36,51,NY,Livingston County,"8,832","7,690","9,974",15,13.1,16.9,"2,151","1,775","2,527",17.7,14.6,20.8,"1,381","1,080","1,682",15.1,11.8,18.4,51901.00,"48,676","55,126",.,.,.,.,.,.
36,53,NY,Madison County,"9,434","7,709","11,159",13.9,11.4,16.4,"2,817","2,274","3,360",19.3,15.6,23,"1,873","1,451","2,295",16.8,13,20.6,51057.00,"47,529","54,585",.,.,.,.,.,.
36,55,NY,Monroe County,"112,828","105,456","120,200",15.5,14.5,16.5,"36,393","33,099","39,687",22.7,20.6,24.8,"26,178","23,660","28,696",22.2,20.1,24.3,51722.00,"50,553","52,891",.,.,.,.,.,.
36,57,NY,Montgomery County,"8,467","7,023","9,911",17.3,14.4,20.2,"3,165","2,534","3,796",28.5,22.8,34.2,"2,188","1,710","2,666",26.9,21,32.8,43880.00,"41,298","46,462",.,.,.,.,.,.
36,59,NY,Nassau County,"86,249","75,174","97,324",6.5,5.7,7.3,"27,137","23,271","31,003",9.1,7.8,10.4,"19,241","16,130","22,352",8.5,7.1,9.9,95395.00,"93,361","97,429",.,.,.,.,.,.
36,61,NY,New York County,"298,968","281,554","316,382",19,17.9,20.1,"62,281","55,431","69,131",26.6,23.7,29.5,"43,340","38,049","48,631",28.6,25.1,32.1,71443.00,"69,594","73,292",.,.,.,.,.,.
36,63,NY,Niagara County,"28,900","25,435","32,365",13.8,12.2,15.4,"8,466","7,068","9,864",19.5,16.3,22.7,"5,775","4,668","6,882",17.9,14.5,21.3,46752.00,"44,243","49,261",.,.,.,.,.,.
36,65,NY,Oneida County,"38,853","34,763","42,943",17.6,15.8,19.4,"12,504","10,700","14,308",25.6,21.9,29.3,"8,470","6,963","9,977",23.8,19.6,28,44031.00,"41,508","46,554",.,.,.,.,.,.
36,67,NY,Onondaga County,"69,016","63,402","74,630",15.3,14.1,16.5,"21,778","19,334","24,222",21.4,19,23.8,"14,924","12,934","16,914",20,17.3,22.7,52055.00,"50,627","53,483",.,.,.,.,.,.
36,69,NY,Ontario County,"10,641","8,892","12,390",10,8.3,11.7,"3,018","2,402","3,634",13.3,10.6,16,"2,046","1,566","2,526",11.8,9,14.6,57846.00,"55,802","59,890",.,.,.,.,.,.
36,71,NY,Orange County,"49,520","43,858","55,182",13.6,12,15.2,"20,727","18,189","23,265",21.2,18.6,23.8,"14,969","13,051","16,887",20.6,18,23.2,68249.00,"66,104","70,394",.,.,.,.,.,.
36,73,NY,Orleans County,"6,239","5,127","7,351",15.7,12.9,18.5,"2,098","1,723","2,473",24.7,20.3,29.1,"1,345","1,056","1,634",21.1,16.6,25.6,43876.00,"39,975","47,777",.,.,.,.,.,.
36,75,NY,Oswego County,"21,585","18,760","24,410",18.6,16.2,21,"7,192","6,136","8,248",27.7,23.6,31.8,"4,608","3,782","5,434",24.1,19.8,28.4,46281.00,"43,216","49,346",.,.,.,.,.,.
36,77,NY,Otsego County,"9,659","8,287","11,031",17.1,14.7,19.5,"2,235","1,815","2,655",21.6,17.5,25.7,"1,510","1,178","1,842",19.8,15.4,24.2,47689.00,"45,081","50,297",.,.,.,.,.,.
36,79,NY,Putnam County,"5,709","4,473","6,945",5.8,4.5,7.1,"1,447","1,129","1,765",6.7,5.2,8.2,"1,020",771,"1,269",6,4.5,7.5,92014.00,"87,154","96,874",.,.,.,.,.,.
36,81,NY,Queens County,"350,774","328,052","373,496",15.4,14.4,16.4,"99,825","89,196","110,454",21.6,19.3,23.9,"71,221","63,258","79,184",22.1,19.6,24.6,56307.00,"55,538","57,076",.,.,.,.,.,.
36,83,NY,Rensselaer County,"21,555","18,838","24,272",14,12.2,15.8,"6,662","5,695","7,629",20.7,17.7,23.7,"4,611","3,898","5,324",19.6,16.6,22.6,56643.00,"53,685","59,601",.,.,.,.,.,.
36,85,NY,Richmond County,"61,332","53,788","68,876",13.1,11.5,14.7,"20,022","17,072","22,972",19,16.2,21.8,"14,331","12,047","16,615",18.4,15.5,21.3,68621.00,"65,706","71,536",.,.,.,.,.,.
36,87,NY,Rockland County,"46,874","41,977","51,771",14.8,13.2,16.4,"21,725","19,161","24,289",24.6,21.7,27.5,"14,041","12,079","16,003",21.9,18.8,25,80132.00,"77,488","82,776",.,.,.,.,.,.
36,89,NY,St. Lawrence County,"21,497","18,651","24,343",21.4,18.6,24.2,"6,726","5,728","7,724",29.7,25.3,34.1,"4,488","3,690","5,286",27.3,22.4,32.2,43556.00,"40,395","46,717",.,.,.,.,.,.
36,91,NY,Saratoga County,"17,347","14,642","20,052",7.9,6.7,9.1,"4,600","3,747","5,453",9.7,7.9,11.5,"3,184","2,520","3,848",8.9,7,10.8,69917.00,"66,489","73,345",.,.,.,.,.,.
36,93,NY,Schenectady County,"21,582","18,603","24,561",14.2,12.2,16.2,"8,038","6,865","9,211",23.8,20.3,27.3,"5,755","4,872","6,638",23.3,19.7,26.9,53978.00,"51,176","56,780",.,.,.,.,.,.
36,95,NY,Schoharie County,"4,187","3,384","4,990",13.7,11.1,16.3,"1,123",885,"1,361",18.8,14.8,22.8,778,586,970,17.4,13.1,21.7,49307.00,"45,721","52,893",.,.,.,.,.,.
36,97,NY,Schuyler County,"3,217","2,738","3,696",17.9,15.2,20.6,900,737,"1,063",25.8,21.1,30.5,581,446,716,22,16.9,27.1,44080.00,"40,272","47,888",.,.,.,.,.,.
36,99,NY,Seneca County,"4,267","3,396","5,138",13.1,10.4,15.8,"1,526","1,180","1,872",21.7,16.8,26.6,"1,060",785,"1,335",20.8,15.4,26.2,45265.00,"42,355","48,175",.,.,.,.,.,.
36,101,NY,Steuben County,"15,164","13,240","17,088",15.6,13.6,17.6,"5,348","4,528","6,168",24.7,20.9,28.5,"3,510","2,854","4,166",21.9,17.8,26,46540.00,"43,995","49,085",.,.,.,.,.,.
36,103,NY,Suffolk County,"110,070","98,918","121,222",7.5,6.7,8.3,"33,704","29,060","38,348",10.1,8.7,11.5,"22,275","18,761","25,789",8.8,7.4,10.2,84940.00,"83,412","86,468",.,.,.,.,.,.
36,105,NY,Sullivan County,"14,396","12,253","16,539",19.4,16.5,22.3,"4,581","3,705","5,457",28.3,22.9,33.7,"3,241","2,573","3,909",27.4,21.8,33,46928.00,"44,069","49,787",.,.,.,.,.,.
36,107,NY,Tioga County,"5,812","4,654","6,970",11.7,9.4,14,"1,990","1,574","2,406",18,14.2,21.8,"1,381","1,062","1,700",16.4,12.6,20.2,51026.00,"46,928","55,124",.,.,.,.,.,.
36,109,NY,Tompkins County,"17,085","15,064","19,106",18.8,16.6,21,"2,814","2,279","3,349",17.9,14.5,21.3,"1,890","1,473","2,307",16.8,13.1,20.5,49457.00,"45,754","53,160",.,.,.,.,.,.
36,111,NY,Ulster County,"22,049","18,102","25,996",12.7,10.4,15,"5,790","4,538","7,042",17.4,13.6,21.2,"3,890","2,911","4,869",15.6,11.7,19.5,56933.00,"54,085","59,781",.,.,.,.,.,.
36,113,NY,Warren County,"7,262","5,890","8,634",11.3,9.2,13.4,"2,338","1,860","2,816",18.9,15,22.8,"1,634","1,263","2,005",17.7,13.7,21.7,52552.00,"49,172","55,932",.,.,.,.,.,.
36,115,NY,Washington County,"8,972","7,583","10,361",15.1,12.8,17.4,"2,672","2,163","3,181",21.7,17.6,25.8,"1,831","1,434","2,228",20.1,15.7,24.5,48522.00,"44,840","52,204",.,.,.,.,.,.
36,117,NY,Wayne County,"10,425","8,509","12,341",11.4,9.3,13.5,"3,611","2,898","4,324",17.7,14.2,21.2,"2,526","1,968","3,084",16.7,13,20.4,50603.00,"48,141","53,065",.,.,.,.,.,.
36,119,NY,Westchester County,"92,933","83,961","101,905",9.9,8.9,10.9,"29,574","25,824","33,324",13.4,11.7,15.1,"21,434","18,648","24,220",13,11.3,14.7,83094.00,"80,137","86,051",.,.,.,.,.,.
36,121,NY,Wyoming County,"4,448","3,652","5,244",11.8,9.7,13.9,"1,336","1,090","1,582",16.9,13.8,20,918,730,"1,106",15.7,12.5,18.9,51676.00,"48,029","55,323",.,.,.,.,.,.
36,123,NY,Yates County,"3,942","3,193","4,691",16.5,13.4,19.6,"1,562","1,242","1,882",27.3,21.7,32.9,"1,039",794,"1,284",25.2,19.3,31.1,45509.00,"42,056","48,962",.,.,.,.,.,.
37,0,NC,North Carolina,"1,711,331","1,687,683","1,734,979",17.8,17.6,18,"563,572","549,182","577,962",25.1,24.5,25.7,"386,419","373,418","399,420",23.6,22.8,24.4,45946.00,"45,527","46,365","166,834","160,770","172,898",27.9,26.9,28.9
37,1,NC,Alamance County,"29,741","26,797","32,685",19.8,17.8,21.8,"9,445","8,213","10,677",27.1,23.6,30.6,"6,538","5,647","7,429",25.3,21.9,28.7,43001.00,"40,877","45,125",.,.,.,.,.,.
37,3,NC,Alexander County,"4,984","3,914","6,054",14,11,17,"1,775","1,395","2,155",22.9,18,27.8,"1,245",954,"1,536",21,16.1,25.9,46064.00,"42,683","49,445",.,.,.,.,.,.
37,5,NC,Alleghany County,"2,287","1,818","2,756",21.2,16.9,25.5,646,503,789,32.6,25.4,39.8,432,319,545,28.5,21,36,37086.00,"34,496","39,676",.,.,.,.,.,.
37,7,NC,Anson County,"6,803","5,620","7,986",28.8,23.8,33.8,"2,026","1,618","2,434",37.9,30.3,45.5,"1,425","1,114","1,736",35.4,27.7,43.1,33443.00,"30,779","36,107",.,.,.,.,.,.
37,9,NC,Ashe County,"6,026","5,158","6,894",22.4,19.2,25.6,"1,661","1,365","1,957",33.2,27.3,39.1,"1,069",835,"1,303",28.8,22.5,35.1,35155.00,"32,075","38,235",.,.,.,.,.,.
37,11,NC,Avery County,"3,116","2,416","3,816",20.4,15.8,25,862,670,"1,054",31.6,24.6,38.6,589,443,735,28.8,21.7,35.9,34933.00,"31,697","38,169",.,.,.,.,.,.
37,13,NC,Beaufort County,"9,607","7,860","11,354",20.5,16.8,24.2,"3,231","2,586","3,876",32.6,26.1,39.1,"2,286","1,787","2,785",31.2,24.4,38,39043.00,"35,884","42,202",.,.,.,.,.,.
37,15,NC,Bertie County,"5,083","3,994","6,172",26.6,20.9,32.3,"1,421","1,107","1,735",36.9,28.7,45.1,984,739,"1,229",33.7,25.3,42.1,31610.00,"29,123","34,097",.,.,.,.,.,.
37,17,NC,Bladen County,"9,303","8,022","10,584",27.1,23.4,30.8,"2,809","2,379","3,239",37.4,31.7,43.1,"2,039","1,710","2,368",35.9,30.1,41.7,33971.00,"30,686","37,256",.,.,.,.,.,.
37,19,NC,Brunswick County,"18,324","15,858","20,790",16.1,13.9,18.3,"5,589","4,638","6,540",28.1,23.3,32.9,"3,733","2,971","4,495",25.6,20.4,30.8,47799.00,"44,732","50,866",.,.,.,.,.,.
37,21,NC,Buncombe County,"37,794","32,886","42,702",15.7,13.7,17.7,"10,508","8,508","12,508",22,17.8,26.2,"7,380","5,838","8,922",21.3,16.8,25.8,45738.00,"43,487","47,989",.,.,.,.,.,.
37,23,NC,Burke County,"17,916","15,685","20,147",20.6,18,23.2,"5,459","4,675","6,243",31.1,26.6,35.6,"3,625","2,977","4,273",27.6,22.7,32.5,36150.00,"33,483","38,817",.,.,.,.,.,.
37,25,NC,Cabarrus County,"22,480","19,172","25,788",12.1,10.3,13.9,"8,297","6,851","9,743",17,14,20,"5,424","4,352","6,496",14.8,11.9,17.7,55046.00,"51,799","58,293",.,.,.,.,.,.
37,27,NC,Caldwell County,"14,798","12,592","17,004",18.3,15.6,21,"4,365","3,484","5,246",25.4,20.3,30.5,"2,935","2,256","3,614",22.5,17.3,27.7,34811.00,"32,318","37,304",.,.,.,.,.,.
37,29,NC,Camden County,970,753,"1,187",9.5,7.4,11.6,337,264,410,13.9,10.9,16.9,231,175,287,11.7,8.9,14.5,60537.00,"55,318","65,756",.,.,.,.,.,.
37,31,NC,Carteret County,"10,268","8,872","11,664",15.2,13.1,17.3,"3,014","2,467","3,561",24.1,19.7,28.5,"2,161","1,757","2,565",23,18.7,27.3,46227.00,"43,246","49,208",.,.,.,.,.,.
37,33,NC,Caswell County,"5,588","4,833","6,343",25.5,22.1,28.9,"1,458","1,211","1,705",33.2,27.6,38.8,"1,005",805,"1,205",30.6,24.5,36.7,37122.00,"33,854","40,390",.,.,.,.,.,.
37,35,NC,Catawba County,"25,169","21,737","28,601",16.5,14.2,18.8,"8,747","7,287","10,207",24.9,20.7,29.1,"6,240","5,138","7,342",23.8,19.6,28,43777.00,"40,813","46,741",.,.,.,.,.,.
37,37,NC,Chatham County,"10,308","9,133","11,483",15.6,13.8,17.4,"2,968","2,535","3,401",21.9,18.7,25.1,"2,102","1,770","2,434",20.6,17.4,23.8,56981.00,"53,768","60,194",.,.,.,.,.,.
37,39,NC,Cherokee County,"6,035","4,967","7,103",22.5,18.5,26.5,"1,693","1,353","2,033",34.3,27.4,41.2,"1,183",918,"1,448",31.8,24.7,38.9,34476.00,"31,792","37,160",.,.,.,.,.,.
37,41,NC,Chowan County,"3,201","2,621","3,781",22.2,18.2,26.2,"1,113",909,"1,317",36.1,29.5,42.7,738,570,906,32.4,25,39.8,39143.00,"35,436","42,850",.,.,.,.,.,.
37,43,NC,Clay County,"2,018","1,603","2,433",19.3,15.3,23.3,614,481,747,32.9,25.8,40,411,311,511,29,21.9,36.1,37078.00,"33,446","40,710",.,.,.,.,.,.
37,45,NC,Cleveland County,"18,589","15,860","21,318",19.6,16.7,22.5,"6,629","5,504","7,754",31,25.7,36.3,"4,459","3,563","5,355",28.2,22.5,33.9,40528.00,"38,480","42,576",.,.,.,.,.,.
37,47,NC,Columbus County,"13,743","11,627","15,859",25.3,21.4,29.2,"4,818","3,962","5,674",38.3,31.5,45.1,"3,336","2,693","3,979",35.4,28.6,42.2,35026.00,"32,681","37,371",.,.,.,.,.,.
37,49,NC,Craven County,"16,440","13,959","18,921",16.6,14.1,19.1,"6,091","4,991","7,191",26.2,21.5,30.9,"4,096","3,255","4,937",25.8,20.5,31.1,45022.00,"42,553","47,491",.,.,.,.,.,.
37,51,NC,Cumberland County,"57,018","51,951","62,085",18,16.4,19.6,"22,818","20,138","25,498",27.4,24.2,30.6,"14,830","12,727","16,933",26.1,22.4,29.8,44038.00,"41,870","46,206",.,.,.,.,.,.
37,53,NC,Currituck County,"2,820","2,218","3,422",11.7,9.2,14.2,"1,016",801,"1,231",19.1,15.1,23.1,715,548,882,17.5,13.4,21.6,57577.00,"52,567","62,587",.,.,.,.,.,.
37,55,NC,Dare County,"3,844","3,024","4,664",11.1,8.7,13.5,"1,343","1,049","1,637",19.8,15.5,24.1,943,712,"1,174",19.1,14.4,23.8,52083.00,"47,782","56,384",.,.,.,.,.,.
37,57,NC,Davidson County,"31,093","27,507","34,679",19.3,17.1,21.5,"10,365","8,979","11,751",28.3,24.5,32.1,"7,603","6,560","8,646",27.5,23.7,31.3,40424.00,"38,014","42,834",.,.,.,.,.,.
37,59,NC,Davie County,"5,705","4,716","6,694",13.9,11.5,16.3,"1,755","1,393","2,117",19.2,15.2,23.2,"1,187",904,"1,470",17,12.9,21.1,49708.00,"46,814","52,602",.,.,.,.,.,.
37,61,NC,Duplin County,"15,012","12,997","17,027",25.4,22,28.8,"5,459","4,639","6,279",37,31.4,42.6,"3,556","2,894","4,218",33.3,27.1,39.5,38106.00,"35,518","40,694",.,.,.,.,.,.
37,63,NC,Durham County,"46,789","42,456","51,122",17,15.4,18.6,"13,990","11,608","16,372",22.4,18.6,26.2,"9,528","7,776","11,280",22.7,18.5,26.9,52331.00,"50,033","54,629",.,.,.,.,.,.
37,65,NC,Edgecombe County,"14,832","12,798","16,866",27.3,23.6,31,"5,858","5,014","6,702",45.8,39.2,52.4,"3,905","3,214","4,596",41.9,34.5,49.3,33080.00,"30,767","35,393",.,.,.,.,.,.
37,67,NC,Forsyth County,"71,772","66,343","77,201",20.5,19,22,"25,757","23,240","28,274",30.4,27.4,33.4,"16,346","14,230","18,462",26.6,23.2,30,46163.00,"43,952","48,374",.,.,.,.,.,.
